Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio
Rio Paranaíba,124.00,38.00,0.00,293.00,326.00,92.00,313.00,0.00,125.00,0.00,0.00,0.00,0.00,20.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Pardo de Minas,58.00,162.00,33.00,558.00,806.00,525.00,373.00,565.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.00
Rio Piracicaba,0.00,45.00,0.00,305.00,384.00,23.00,439.00,0.00,12.00,0.00,0.00,0.00,0.00,32.00,0.00,20.00,0.00,165.00,12.00,66.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Pomba,23.00,43.00,83.00,270.00,589.00,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,20.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Preto,0.00,0.00,0.00,102.00,245.00,50.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Vermelho,47.00,0.00,46.00,237.00,0.00,584.00,0.00,186.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,10.00,0.00,0.00,55.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00
Ritápolis,0.00,0.00,0.00,95.00,229.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rochedo de Minas,32.00,0.00,34.00,51.00,166.00,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodeiro,0.00,58.00,0.00,212.00,392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romaria,0.00,0.00,0.00,71.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00
Rosário da Limeira,34.00,0.00,0.00,125.00,182.00,35.00,267.00,0.00,81.00,0.00,0.00,0.00,0.00,10.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rubelita,0.00,134.00,0.00,138.00,139.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rubim,125.00,50.00,0.00,211.00,430.00,81.00,368.00,0.00,146.00,0.00,0.00,0.00,0.00,34.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sabará,687.00,325.00,0.00,"2,479.00","4,771.00",165.00,"1,894.00",0.00,"2,824.00",0.00,0.00,0.00,0.00,300.00,0.00,484.00,0.00,0.00,479.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00
Sabinópolis,44.00,0.00,0.00,327.00,233.00,162.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,63.00,0.00,0.00,95.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00
Sacramento,23.00,106.00,0.00,512.00,500.00,371.00,261.00,175.00,0.00,0.00,0.00,0.00,0.00,15.00,3.00,0.00,0.00,0.00,175.00,13.00,35.00,0.00,80.50,0.00,0.00,0.00,0.00,0.00,0.00
Salinas,361.00,7.00,0.00,770.00,497.00,202.00,0.00,100.00,77.00,0.00,0.00,0.00,0.00,38.00,21.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,25.50,0.00,0.00,0.00,0.00,0.00,0.00
Salto da Divisa,97.00,35.00,0.00,174.00,379.00,28.00,0.00,0.00,141.00,0.00,0.00,0.00,0.00,21.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Bárbara,112.00,30.00,0.00,611.00,"1,544.00",71.00,935.00,7.00,143.00,0.00,0.00,0.00,0.00,97.00,3.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00
Santa Bárbara do Leste,89.00,0.00,0.00,203.00,142.00,199.00,157.00,94.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Bárbara do Monte Verde,0.00,0.00,0.00,82.00,231.00,22.00,193.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Bárbara do Tugúrio,0.00,0.00,0.00,118.00,235.00,95.00,241.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Cruz de Minas,0.00,0.00,0.00,61.00,136.00,0.00,105.00,0.00,88.00,0.00,0.00,0.00,0.00,1.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Cruz de Salinas,7.00,31.00,0.00,99.00,168.00,192.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,14.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Cruz do Escalvado,0.00,0.00,0.00,80.00,95.00,64.00,105.00,75.00,70.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Efigênia de Minas,0.00,0.00,0.00,129.00,246.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Fé de Minas,0.00,0.00,0.00,97.00,233.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Helena de Minas,0.00,0.00,0.00,136.00,196.00,85.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Juliana,54.00,8.00,23.00,279.00,928.00,0.00,14.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Luzia,352.00,137.00,0.00,"2,291.00","10,688.00",123.00,"3,748.00",0.00,0.00,0.00,0.00,0.00,0.00,476.00,217.00,234.00,0.00,0.00,519.00,108.00,458.00,163.00,313.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Margarida,203.00,0.00,0.00,357.00,177.00,455.00,0.00,166.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Maria de Itabira,0.00,124.00,0.00,255.00,630.00,42.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,9.00,0.00,23.00,0.00,16.00,28.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Maria do Salto,0.00,0.00,0.00,79.00,163.00,59.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,60.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Maria do Suaçuí,99.00,138.00,0.00,284.00,101.00,366.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,33.50,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rita de Caldas,26.00,0.00,0.00,139.00,364.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rita de Ibitipoca,0.00,0.00,0.00,60.00,59.00,126.00,46.00,0.00,36.00,0.00,0.00,0.00,0.00,13.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rita de Jacutinga,0.00,40.00,0.00,96.00,285.00,6.00,194.00,0.00,94.00,0.00,0.00,0.00,0.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rita de Minas,48.00,0.00,0.00,174.00,368.00,44.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,14.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rita do Itueto,41.00,44.00,0.00,136.00,140.00,188.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rita do Sapucaí,499.00,0.00,208.00,539.00,918.00,67.00,355.00,0.00,423.00,0.00,0.00,0.00,0.00,54.00,0.00,36.00,0.00,0.00,95.00,20.00,0.00,0.00,112.50,0.00,0.00,0.00,0.00,0.00,0.00
Santa Rosa da Serra,86.00,10.00,0.00,105.00,55.00,66.00,0.00,57.00,68.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00
Santa Vitória,268.00,39.00,59.00,313.00,754.00,84.00,255.00,40.00,0.00,0.00,0.00,0.00,0.00,21.00,9.00,103.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana da Vargem,35.00,0.00,0.00,148.00,169.00,56.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,3.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,53.50,0.00,0.00,0.00,0.00,0.00,0.00
Santana de Cataguases,0.00,60.00,0.00,87.00,197.00,0.00,166.00,0.00,17.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana de Pirapama,0.00,0.00,0.00,94.00,206.00,98.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana do Deserto,42.00,0.00,0.00,77.00,178.00,85.00,214.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana do Garambéu,0.00,0.00,0.00,49.00,122.00,0.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana do Jacaré,48.00,0.00,22.00,53.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana do Manhuaçu,65.00,0.00,18.00,148.00,285.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana do Paraíso,152.00,0.00,12.00,402.00,"1,538.00",38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,111.00,0.00,0.00,38.00,0.00,0.00,154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana do Riacho,21.00,0.00,0.00,124.00,166.00,0.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santana dos Montes,26.00,0.00,0.00,66.00,175.00,18.00,186.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Amparo,89.00,0.00,0.00,410.00,870.00,70.00,0.00,35.00,14.00,0.00,0.00,0.00,0.00,29.00,11.00,29.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Aventureiro,0.00,18.00,0.00,80.00,153.00,15.00,57.00,0.00,44.00,0.00,0.00,0.00,0.00,6.00,7.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Grama,75.00,0.00,0.00,105.00,272.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Itambé,10.00,16.00,0.00,51.00,233.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Jacinto,155.00,0.00,0.00,268.00,696.00,10.00,0.00,0.00,244.00,0.00,0.00,0.00,0.00,13.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Monte,342.00,0.00,224.00,362.00,"1,179.00",124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Retiro,0.00,0.00,0.00,216.00,290.00,178.00,267.00,199.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Antônio do Rio Abaixo,0.00,0.00,0.00,49.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Hipólito,0.00,0.00,0.00,77.00,189.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santos Dumont,12.00,581.00,0.00,844.00,474.00,242.00,851.00,153.00,220.00,0.00,0.00,0.00,0.00,49.00,13.00,112.00,0.00,24.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00
São Bento Abade,98.00,15.00,0.00,115.00,380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Brás do Suaçuí,0.00,83.00,0.00,89.00,275.00,0.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Domingos das Dores,0.00,114.00,0.00,163.00,313.00,222.00,0.00,208.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Domingos do Prata,130.00,82.00,73.00,294.00,239.00,208.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00
São Félix de Minas,13.00,106.00,0.00,89.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Francisco,191.00,25.00,345.00,"1,056.00","1,641.00",407.00,"1,013.00",232.00,129.00,0.00,0.00,0.00,0.00,168.00,9.00,95.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Francisco de Paula,77.00,51.00,0.00,110.00,0.00,58.00,0.00,0.00,318.00,0.00,0.00,0.00,0.00,2.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Francisco de Sales,40.00,0.00,0.00,130.00,388.00,0.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,17.00,0.00,0.00,0.00,20.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Francisco do Glória,41.00,0.00,6.00,95.00,217.00,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Geraldo,79.00,60.00,89.00,110.00,119.00,25.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Geraldo da Piedade,0.00,0.00,0.00,97.00,125.00,191.00,0.00,118.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Geraldo do Baixio,0.00,0.00,0.00,87.00,206.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Gonçalo do Abaeté,39.00,0.00,0.00,125.00,217.00,87.00,189.00,98.00,44.00,0.00,0.00,0.00,0.00,16.00,3.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Gonçalo do Pará,162.00,0.00,0.00,287.00,588.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,27.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Gonçalo do Rio Abaixo,187.00,39.00,92.00,250.00,214.00,106.00,553.00,0.00,480.00,0.00,0.00,0.00,0.00,60.00,7.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00
São Gonçalo do Rio Preto,39.00,0.00,0.00,70.00,205.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,15.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Gonçalo do Sapucaí,386.00,0.00,96.00,438.00,845.00,149.00,0.00,85.00,168.00,0.00,0.00,0.00,0.00,32.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00
São Gotardo,0.00,384.00,0.00,907.00,"1,060.00",62.00,0.00,0.00,341.00,0.00,0.00,0.00,0.00,53.00,66.00,86.00,0.00,0.00,69.00,90.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00
São João Batista do Glória,0.00,116.00,0.00,180.00,377.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João da Lagoa,0.00,33.00,0.00,99.00,237.00,63.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João da Mata,0.00,0.00,0.00,67.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João da Ponte,122.00,101.00,57.00,344.00,233.00,978.00,373.00,559.00,146.00,0.00,0.00,0.00,0.00,63.00,0.00,87.00,0.00,303.00,29.00,15.00,48.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João das Missões,104.00,0.00,82.00,99.00,363.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,464.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João del Rei,122.00,0.00,0.00,"1,382.00","1,578.00",188.00,446.00,127.00,232.00,0.00,0.00,0.00,0.00,54.00,10.00,216.00,0.00,0.00,184.00,0.00,0.00,16.00,102.50,0.00,0.00,0.00,0.00,0.00,0.00
São João do Manhuaçu,53.00,61.00,0.00,305.00,436.00,165.00,376.00,0.00,39.00,0.00,0.00,0.00,0.00,25.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João do Manteninha,0.00,0.00,0.00,160.00,275.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João do Oriente,50.00,70.00,0.00,175.00,240.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00
São João do Pacuí,0.00,60.00,0.00,131.00,156.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,15.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João do Paraíso,139.00,0.00,0.00,481.00,202.00,457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,0.00,0.00,0.00,0.00
São João Evangelista,0.00,0.00,0.00,445.00,679.00,247.00,0.00,62.00,46.00,0.00,0.00,0.00,0.00,67.00,0.00,28.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São João Nepomuceno,80.00,209.00,0.00,519.00,"1,153.00",17.00,625.00,0.00,27.00,0.00,0.00,0.00,0.00,20.00,0.00,46.00,0.00,0.00,156.00,0.00,0.00,0.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00
São Joaquim de Bicas,27.00,234.00,0.00,797.00,"1,386.00",247.00,878.00,0.00,8.00,0.00,0.00,0.00,0.00,49.00,25.00,218.00,0.00,0.00,59.00,0.00,0.00,0.00,30.50,0.00,0.00,0.00,0.00,0.00,0.00
São José da Barra,0.00,0.00,0.00,197.00,187.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José da Lapa,221.00,393.00,0.00,800.00,963.00,0.00,479.00,0.00,929.00,0.00,0.00,0.00,0.00,20.00,4.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José da Safira,0.00,0.00,0.00,124.00,232.00,60.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,83.00,53.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José da Varginha,86.00,0.00,0.00,101.00,200.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José do Alegre,0.00,0.00,0.00,115.00,251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José do Divino,108.00,0.00,0.00,126.00,185.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José do Goiabal,35.00,41.00,0.00,123.00,194.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,4.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São José do Jacuri,0.00,0.00,0.00,143.00,0.00,208.00,0.00,121.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,0.00,0.00,0.00,0.00,0.00,0.00
São José do Mantimento,31.00,0.00,0.00,86.00,107.00,82.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Lourenço,676.00,0.00,0.00,701.00,"1,566.00",0.00,672.00,0.00,0.00,0.00,0.00,0.00,0.00,107.00,82.00,108.00,0.00,0.00,22.00,0.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00
São Miguel do Anta,54.00,0.00,0.00,166.00,269.00,53.00,0.00,0.00,111.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Pedro da União,75.00,0.00,0.00,111.00,231.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00
São Pedro do Suaçuí,0.00,40.00,0.00,115.00,235.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
